Timestamp,Parking_Spot_ID,Sensor_Reading_Proximity,Sensor_Reading_Pressure,Vehicle_Type_Weight,Vehicle_Type_Height,User_Type,Weather_Temperature,Weather_Precipitation,Nearby_Traffic_Level,Entry_Time,Exit_Time,Electric_Vehicle,Reserved_Status,Occupancy_Rate,Payment_Amount,Parking_Lot_Section,Payment_Status,Occupancy_Status,Vehicle_Type,Parking_Violation,Sensor_Reading_Ultrasonic,Parking_Duration,Environmental_Noise_Level,Dynamic_Pricing_Factor,Spot_Size,Proximity_To_Exit,User_Parking_History
20:00.0,5,2.831117363,5.292220156,1266.044116,4.654835295,Visitor,15.48595537,0,Low,20,20,0,0,0.232811938,32.69429124,Zone C,Paid,Vacant,Car,0,90.52740651,7,59.48799405,1,Standard,2.736564283,4.462487252
59:16.8,19,14.37784216,2.849328421,1824.595443,5.489254535,Registered,24.04632349,0,Low,13,3,0,0,0.329877148,3.507655321,Zone B,Paid,Occupied,Car,0,98.11714952,4,65.14480298,1.2,Standard,5.602130424,4.561795032
38:33.5,14,2.721285713,2.957804509,1095.127137,5.686353555,Registered,20.58415087,0,High,5,12,0,1,0.471019294,1.798001901,Zone B,Overdue,Vacant,Electric Vehicle,0,114.9957269,2,53.4379658,0.8,Standard,1.644343266,7.335077747
17:50.3,13,5.087825089,5.112761799,1375.43587,4.161107326,Registered,13.572045,0,Low,5,9,0,0,0.314335172,6.993030159,Zone A,Paid,Vacant,Car,0,85.87872272,5,53.39020991,1,Standard,5.61406127,6.028416305
57:07.0,50,2.534121515,3.285260501,1510.208223,5.067838514,Visitor,24.40032981,0,Low,16,16,0,0,0.28598545,6.825401985,Zone A,Paid,Occupied,Car,0,74.22084931,3,67.67008627,1,Standard,12.09627936,8.12977076
36:23.8,21,1.60250865,2.427449124,1533.411781,2.980072668,Registered,12.83097088,1,Low,10,13,0,0,0.460388216,1.923070629,Zone B,Paid,Occupied,Car,0,109.2860717,2,61.97402611,1,Standard,11.75680697,3.845377079
15:40.5,46,20.66885265,1.709508846,1446.272014,6.441945006,Visitor,21.65056895,0,Low,14,23,0,0,0.133241515,13.21329317,Zone D,Paid,Occupied,Car,0,115.0870067,5,55.18734436,0.8,Oversized,12.35900111,2.670088679
54:57.3,33,2.632522879,4.498668697,1618.745934,4.487625759,Visitor,15.92994665,0,Low,8,14,0,0,0.072743359,4.490683643,Zone C,Paid,Occupied,Car,0,88.44870307,3,36.05526644,0.8,Compact,3.692790844,6.993808663
34:14.1,41,11.22626253,1.962882102,1707.856727,5.05586394,Visitor,18.17161459,0,Low,20,7,0,0,0.277410551,2.062437003,Zone A,Paid,Occupied,Car,0,87.45738011,5,33.16318602,0.8,Standard,10.85342643,4.958867882
13:30.8,26,1.306529062,6.092639588,1720.391264,4.690350286,Registered,22.52135374,0,Medium,16,22,0,0,0.253145725,4.034422473,Zone C,Unpaid,Occupied,Car,0,77.99809318,4,56.1270633,0.8,Standard,4.580218101,3.394323533
52:47.6,30,1.198300407,6.449604321,1204.258857,6.146027575,Registered,22.607247,0,Medium,23,23,0,0,0.122654777,8.293305429,Zone C,Unpaid,Vacant,Car,0,114.2698191,2,56.5392482,0.8,Standard,28.91228955,5.977597283
32:04.3,26,0.158145245,4.841368787,1414.753471,2.162493559,Visitor,26.68484537,0,Low,6,17,0,0,0.423129407,12.96347382,Zone A,Unpaid,Occupied,Motorcycle,0,138.3779617,3,42.7721348,0.8,Standard,4.206290506,3.589967248
11:21.1,10,5.272979294,5.577905861,1858.428859,4.983389658,Registered,19.5887315,0,Low,6,2,0,1,0.190941019,6.575694142,Zone A,Paid,Vacant,Car,1,118.6309017,2,53.53897227,0.8,Standard,9.238649289,6.377991892
50:37.8,37,2.298495271,4.851617786,1768.394156,4.894181243,Registered,21.53225431,0,Medium,20,16,1,0,0.168222488,7.456938703,Zone A,Paid,Vacant,Car,0,98.17626114,4,40.86854427,0.8,Standard,13.86877388,5.971903342
29:54.6,15,9.988690294,5.856507881,1088.142165,4.546363612,Registered,17.81131339,0,Low,0,23,0,0,0.3393339,1.495979844,Zone C,Paid,Vacant,Motorcycle,0,114.3291076,3,55.72179384,1,Standard,23.68804269,4.548073085
09:11.4,2,3.204765574,5.684832813,1605.44397,6.726226546,Registered,20.90994941,0,Medium,7,23,0,1,0.183055526,24.61474438,Zone C,Paid,Vacant,Car,1,83.36384413,2,55.98220813,1.2,Standard,5.76126397,1.626668863
48:28.1,33,17.24041171,4.325603324,906.5324252,4.112670541,Registered,22.19743024,0,Low,4,6,0,1,0.036751595,26.41198392,Zone A,Paid,Occupied,Motorcycle,0,107.3680725,3,55.91742654,0.8,Standard,4.470453716,3.153672441
27:44.9,10,1.026060891,6.930249944,1514.080471,5.771796177,Registered,19.50845076,1,Low,18,12,0,0,0.310123641,11.50200122,Zone A,Unpaid,Vacant,Car,0,78.29465883,2,53.35535654,1,Standard,5.621683498,8.036708635
07:01.6,48,10.14842752,2.929774672,2069.330105,5.356252789,Registered,10.98124758,0,Low,7,15,0,0,0.162100579,0.177886937,Zone C,Paid,Occupied,Car,0,97.55629284,3,47.0587773,1.5,Compact,3.911131197,8.490955487
46:18.4,49,7.493886523,1.756206998,1215.632185,6.261519253,Registered,21.65735448,0,Medium,16,4,0,0,0.28500485,7.701885313,Zone D,Paid,Vacant,Car,0,121.5138686,2,47.8830641,1,Standard,10.61098291,10.18651029
25:35.1,47,7.368460219,1.677383324,1249.703086,4.332810915,Registered,21.82280739,0,Low,18,3,0,0,0.202252771,9.921436119,Zone C,Paid,Vacant,Electric Vehicle,0,116.2407614,3,61.59098582,1.5,Standard,26.98844167,5.800764467
04:51.9,19,9.314663054,2.599731117,1729.208934,4.267031101,Registered,16.59913262,0,Low,11,9,0,1,0.231686229,52.31448368,Zone B,Paid,Vacant,Car,0,111.3695042,4,54.14914856,0.8,Standard,1.347561497,2.819818608
44:08.6,1,7.156960563,0.444960991,1037.159545,6.096069907,Registered,13.57806482,0,Low,22,12,0,0,0.168928447,55.38341393,Zone A,Overdue,Occupied,Electric Vehicle,0,108.3255366,2,54.88089,1.2,Standard,8.230783527,7.678011996
23:25.4,48,4.920443752,3.914941558,1310.173491,5.425321308,Registered,27.37939575,0,Medium,14,9,0,0,0.395902358,19.49194183,Zone B,Overdue,Occupied,Car,0,85.27755411,0,50.86489817,0.8,Standard,22.79344513,4.471663787
02:42.2,22,0.70346993,5.341674212,1678.932341,3.455062653,Registered,22.45722755,0,High,3,13,0,1,0.045196767,0.659592547,Zone A,Paid,Vacant,Car,0,102.8496135,0,56.51449836,0.8,Standard,1.054877956,3.635354443
41:58.9,50,0.165334567,6.387442435,1309.714246,4.460694986,Registered,18.85459485,1,Low,22,21,0,0,0.114695175,30.63505691,Zone C,Paid,Vacant,Electric Vehicle,0,115.6655111,1,59.58930689,1.5,Standard,6.809526584,5.669488054
21:15.7,50,12.68191651,0.667098632,1429.209004,5.386382654,Registered,14.31483558,0,Low,11,11,0,0,0.178998234,9.484556385,Zone A,Paid,Occupied,Car,0,95.13691103,2,43.72032942,1.5,Compact,20.04182658,8.79385809
00:32.4,44,4.794038447,1.726359909,1723.255713,5.837764222,Visitor,15.89092586,0,High,12,0,0,1,0.294336279,16.13881624,Zone C,Unpaid,Vacant,Electric Vehicle,0,95.90836377,1,55.92747285,0.8,Standard,23.07117466,4.789381801
39:49.2,16,7.961362695,5.966459333,1626.463825,4.320769347,Registered,26.51295198,0,Low,13,20,0,0,0.13536982,5.228861431,Zone A,Paid,Occupied,Car,1,90.59549334,1,47.73916137,1.5,Standard,7.222715292,5.034003166
19:05.9,20,3.284291801,2.8575043,1580.045519,2.08574401,Visitor,20.6883097,0,Low,4,19,0,0,0.274286606,3.851765272,Zone C,Paid,Vacant,Electric Vehicle,0,94.30101815,4,53.13853331,0.8,Oversized,0.252684599,1.935703936
58:22.7,44,0.623895821,5.257866777,1398.263316,5.523223186,Registered,17.24706466,0,Low,21,19,0,0,0.2391811,6.222119349,Zone A,Paid,Vacant,Car,1,84.53353309,0,58.35236547,1,Standard,1.116459817,5.215505007
37:39.5,17,0.668718746,1.048221616,1611.018335,3.77967931,Registered,22.54844616,0,Medium,15,6,0,0,0.437149309,1.588486297,Zone B,Paid,Occupied,Car,0,100.4814344,3,35.48298706,0.8,Compact,8.836220742,6.330962103
16:56.2,9,5.784894075,8.225340368,1462.880196,2.982661202,Registered,15.92800906,0,Low,6,8,1,0,0.389505488,4.417134197,Zone B,Paid,Occupied,Motorcycle,0,93.59448676,3,39.16180163,0.8,Compact,1.322277929,4.82471118
56:13.0,29,2.8132786,0.967339044,1637.341683,2.167674075,Registered,27.50421515,0,Medium,14,7,0,0,0.437873795,19.49238179,Zone A,Paid,Vacant,Car,0,70.51508692,1,43.4060695,1,Standard,1.618341956,4.973008377
35:29.7,48,1.118998374,3.830921144,1350.920392,5.81398086,Registered,26.76400267,0,Low,12,12,0,1,0.105332083,0.386893601,Zone D,Paid,Occupied,Car,0,152.0188465,2,42.6965552,0.8,Standard,14.78923369,5.450275085
14:46.5,36,3.382380067,3.904505122,1445.229308,5.12861745,Registered,17.66712964,0,Low,15,13,0,0,0.123874479,1.635524597,Zone B,Paid,Occupied,Car,1,79.2514369,2,48.37651099,0.8,Compact,13.89066434,2.901645564
54:03.2,30,0.331815254,2.218253329,1203.012662,4.774343619,Registered,16.85664876,0,Medium,11,11,0,0,0.33271551,1.336641553,Zone B,Overdue,Vacant,Car,0,97.30612266,0,66.92380878,0.8,Compact,18.50063128,0.444557188
33:20.0,5,4.361027162,4.720763762,1489.497717,6.389024363,Registered,6.909334007,0,Low,6,7,0,0,0.075670128,5.159647108,Zone C,Paid,Vacant,Electric Vehicle,0,101.2233581,3,61.78446885,0.8,Standard,1.117532798,4.793423633
12:36.8,32,1.566663983,4.816195234,1256.699741,5.637324683,Registered,12.59209614,0,Low,15,20,0,0,0.129964668,58.04786126,Zone C,Paid,Occupied,Car,0,89.30264766,3,44.19410199,1,Standard,2.208273372,4.548763257
51:53.5,50,7.98653645,4.452674422,1165.786065,6.616300043,Visitor,13.30265113,0,Medium,22,21,0,0,0.181984804,1.903834832,Zone B,Overdue,Occupied,Car,0,98.20564342,3,58.6888336,0.8,Standard,17.89530534,6.140003883
31:10.3,8,1.857941986,2.184326003,1577.598344,3.607264528,Registered,20.6759517,0,Medium,22,17,1,0,0.160501739,1.572184719,Zone D,Unpaid,Occupied,Car,0,83.6291042,3,49.56777326,1.2,Compact,12.76857556,9.794207198
10:27.0,27,3.036867546,1.8421047,1563.821933,4.965449376,Registered,18.36883148,0,Medium,12,15,0,0,0.465518585,24.65759882,Zone A,Paid,Vacant,Motorcycle,1,114.5435863,1,53.43749285,0.8,Standard,16.39671,7.592047537
49:43.8,45,0.05844293,2.384311575,1734.86212,3.383286625,Registered,13.27332256,0,High,22,10,0,0,0.313053672,21.37498856,Zone A,Paid,Occupied,Car,0,99.55522892,3,40.19140672,0.8,Oversized,45.80055702,0.886007721
29:00.5,38,0.376026112,1.628853513,1370.662329,4.770617668,Registered,18.59417979,0,Medium,2,15,0,1,0.117719756,0.327715387,Zone B,Paid,Vacant,Car,1,114.3678652,4,36.79316449,0.8,Oversized,19.98279014,10.04156675
08:17.3,36,2.491962485,7.146462625,1622.415854,4.751384146,Visitor,22.52668574,0,Low,14,13,1,0,0.602871836,13.93141591,Zone A,Unpaid,Vacant,Car,0,129.3979134,2,57.32348534,1,Compact,7.34934747,6.328017199
47:34.1,36,3.269044244,2.556366682,1665.239272,5.626613637,Registered,22.63919675,0,Low,2,2,1,0,0.313151433,10.65561633,Zone B,Overdue,Occupied,Car,0,94.37542512,2,50.32845811,0.8,Standard,3.721776129,4.470642339
26:50.8,19,4.581710517,3.750304511,1633.432142,5.045563881,Registered,10.5016486,0,Medium,6,20,0,0,0.099975519,14.59901332,Zone A,Paid,Occupied,Motorcycle,0,115.4689789,7,55.22597153,0.8,Standard,8.432182288,7.952777419
06:07.6,15,1.724173575,5.949815884,1252.303895,5.623407138,Visitor,19.3586826,0,Low,17,1,0,1,0.127397477,6.822120967,Zone B,Paid,Vacant,Car,0,130.7269029,1,65.93747594,0.8,Standard,10.17732686,-0.106249609
45:24.3,42,5.936920572,1.558278672,1544.809045,5.703440133,Registered,13.08329612,0,Medium,13,2,0,0,0.476143201,47.53579531,Zone C,Paid,Occupied,Car,0,97.53064584,10,47.61199965,1.2,Standard,4.084377339,3.910938853
24:41.1,42,9.834937522,0.926009719,1609.242089,7.154928677,Registered,24.50864349,0,Medium,17,3,0,0,0.306382532,0.448373565,Zone B,Paid,Vacant,Car,0,113.821985,1,47.70364604,0.8,Standard,14.73758368,5.394163234
03:57.8,45,7.567253193,1.633923947,1502.15354,4.684703345,Staff,23.92073208,0,Low,18,21,0,0,0.256000205,2.670583267,Zone D,Paid,Vacant,Motorcycle,0,90.69436432,0,67.6866124,1.2,Standard,0.973414133,5.134645139
43:14.6,47,0.202125082,4.058261303,874.0567025,4.058977299,Registered,15.50986387,0,High,13,4,0,0,0.170705004,5.050854418,Zone C,Paid,Vacant,Car,0,123.9442407,3,50.1698928,0.8,Standard,15.11371764,8.02815559
22:31.4,27,3.274509208,3.858581322,1548.146887,5.246083615,Registered,16.16977399,0,Low,19,9,1,0,0.434359543,5.974333396,Zone A,Paid,Occupied,Car,0,90.00403451,3,41.96692751,0.8,Standard,0.325216614,7.360980737
01:48.1,26,0.554267754,4.446566869,2163.759312,4.197719973,Registered,17.69366475,0,Low,5,19,0,0,0.045377183,25.42968942,Zone A,Paid,Occupied,Car,0,114.0612679,3,57.35682159,0.8,Compact,6.890875535,6.364247271
41:04.9,41,1.385656414,3.073855963,1391.988219,6.481960768,Registered,8.736033026,0,High,7,1,0,0,0.09655254,8.209904705,Zone A,Paid,Vacant,Motorcycle,0,119.902358,3,47.62323856,0.8,Standard,19.76426311,4.446072292
20:21.6,34,21.58591328,0.169254527,1281.576871,4.716781961,Registered,21.67984087,0,Low,6,11,0,1,0.14567486,0.461601709,Zone C,Paid,Vacant,Car,0,76.420458,4,41.77361782,1,Standard,0.904667297,6.922664871
59:38.4,36,0.768644511,2.998507702,1612.004568,4.434423632,Visitor,18.63577727,0,Low,19,4,0,0,0.10294484,5.240171902,Zone A,Paid,Occupied,Car,0,86.66580217,1,50.896866,1.5,Standard,7.29269686,3.803870885
38:55.1,41,3.454629781,6.498932156,1593.713463,4.528684279,Registered,24.85087541,0,Low,17,4,0,0,0.324118136,5.386943961,Zone A,Paid,Occupied,Car,0,85.85638922,3,58.26686021,0.8,Oversized,1.73629172,6.544640764
18:11.9,46,4.813712175,7.652065058,1857.82055,5.718417423,Visitor,14.50795391,0,Medium,17,22,0,0,0.460078283,33.66533335,Zone D,Unpaid,Occupied,Car,0,121.5986577,5,38.40817894,0.8,Compact,22.52041705,3.542044802
57:28.6,18,6.061116574,3.567526345,1122.639553,4.842253017,Visitor,16.90438526,0,Medium,14,0,0,0,0.603165264,9.142854713,Zone B,Paid,Vacant,Electric Vehicle,0,76.49304728,2,38.1756422,0.8,Standard,17.85850126,5.588387846
36:45.4,20,4.10091212,3.869196743,1719.414076,4.35833318,Registered,12.46737371,0,Medium,19,3,0,0,0.098501528,10.09643275,Zone A,Unpaid,Occupied,Car,0,106.5137846,3,49.1994094,0.8,Standard,27.16847433,2.08836343
16:02.2,5,0.049094477,5.189427108,1677.126618,6.665351918,Registered,14.97854718,0,Medium,21,20,0,0,0.309396648,12.49155094,Zone A,Paid,Vacant,Electric Vehicle,0,114.5295543,2,38.99967322,0.8,Oversized,20.79300284,7.071037607
55:18.9,30,1.97604918,7.508089075,1457.356039,4.143830159,Registered,14.09009002,0,Low,18,23,0,0,0.248912429,14.69846922,Zone C,Overdue,Vacant,Car,0,103.3877797,1,37.23927318,1.2,Standard,13.33904246,4.110852028
34:35.7,2,3.646065468,3.334696703,1601.606195,5.035566074,Visitor,24.97986839,0,Medium,21,11,0,0,0.308654553,10.07997854,Zone C,Unpaid,Vacant,Car,0,125.4946602,2,50.06116067,0.8,Standard,2.044312186,2.261917321
13:52.4,24,0.459844586,5.139077331,1808.837244,5.652306152,Visitor,16.50869076,0,Medium,20,11,0,0,0.405908393,2.707519998,Zone A,Paid,Vacant,Car,0,61.50812243,5,61.06070474,1,Standard,3.602565154,3.072687945
53:09.2,28,2.158739455,2.104339681,1761.694614,3.36866489,Registered,20.62087842,0,Low,20,15,0,0,0.207776561,20.71837838,Zone B,Paid,Vacant,Electric Vehicle,0,112.158311,3,57.88017358,0.8,Standard,6.868771947,4.387083346
32:25.9,15,0.168834229,1.07052178,1157.094206,5.480260501,Registered,18.09618298,1,Low,1,23,0,0,0.566279256,13.17215415,Zone C,Paid,Occupied,Car,0,96.36493653,1,48.93058972,0.8,Standard,8.889109561,3.175580196
11:42.7,31,0.409188448,2.294664477,1746.047456,3.944892325,Registered,13.65267367,0,High,7,16,0,0,0.470775441,13.54293824,Zone C,Overdue,Occupied,Motorcycle,0,69.89744244,1,62.82571989,0.8,Standard,15.24101833,6.440334876
50:59.5,2,2.528554268,8.665846792,1480.593418,5.822782781,Visitor,19.15849788,0,Medium,20,20,0,0,0.284050866,56.7133636,Zone C,Paid,Vacant,Car,0,78.37804304,5,67.34959577,0.8,Standard,2.574240043,4.444529222
30:16.2,2,0.71194253,5.211780992,1521.862229,4.037348988,Registered,22.99551666,0,Medium,10,9,1,0,0.33995081,16.22151057,Zone B,Paid,Occupied,Car,0,131.3020288,2,54.91221491,0.8,Standard,1.372840182,6.869940716
09:33.0,42,4.19133702,1.172759546,1521.959097,5.692769032,Registered,13.96120304,1,Medium,17,16,1,0,0.081871014,17.66977513,Zone D,Paid,Occupied,Motorcycle,0,112.6444274,3,46.33808361,0.8,Standard,6.589586665,4.434192277
48:49.7,19,5.847292816,5.381497218,1454.927103,6.105833066,Visitor,24.04556395,1,Low,22,16,0,1,0.082488904,30.24245246,Zone A,Unpaid,Occupied,Electric Vehicle,0,116.0381583,5,65.62615825,0.8,Standard,1.717869343,6.434158058
28:06.5,7,8.061878596,1.261071885,1857.512249,5.861436526,Registered,15.75139539,0,Medium,12,17,1,1,0.092215214,1.638539377,Zone A,Paid,Occupied,Car,0,119.1792889,0,65.18548556,1.2,Standard,11.83310424,5.017969449
07:23.2,27,1.116656871,4.402734654,1474.884612,5.251316648,Registered,17.58508037,0,Low,8,1,1,1,0.293778491,6.88612232,Zone C,Paid,Vacant,Car,0,72.86351699,5,52.53396153,0.8,Standard,8.571516602,4.481246987
46:40.0,40,0.916505676,1.504595991,1164.136161,4.768699057,Registered,22.65341562,0,Low,8,3,1,0,0.375728749,8.68851536,Zone B,Paid,Vacant,Car,0,104.9145678,3,62.2284549,1,Standard,13.51343509,2.918737341
25:56.8,12,0.552244086,1.10887182,1381.941043,4.423580424,Registered,16.68281921,0,Medium,16,18,0,0,0.067299725,3.993971493,Zone C,Paid,Occupied,Car,0,121.9683729,1,42.18715346,0.8,Standard,0.655380174,5.135704484
05:13.5,32,5.058920574,9.627941534,1553.608415,6.471034691,Registered,20.1878743,0,Low,6,10,0,0,0.225033678,18.28859299,Zone A,Paid,Vacant,Car,0,91.94794906,2,29.32759719,1.2,Standard,33.43803208,6.470791985
44:30.3,5,6.128974698,2.554801292,1868.764435,4.30050478,Visitor,18.42654586,0,Medium,8,16,0,0,0.085575178,14.37249278,Zone C,Paid,Occupied,Car,1,127.2489285,3,40.28810893,0.8,Standard,5.54E-05,3.624975257
23:47.0,3,0.160478734,5.145905417,1680.928405,3.962933926,Registered,20.64684003,0,Low,21,11,0,0,0.274069746,12.76124497,Zone A,Unpaid,Vacant,Car,0,87.74786919,4,52.0656968,0.8,Standard,3.936982326,4.975059186
03:03.8,28,13.76097027,3.440106374,1244.839416,5.665368935,Registered,8.096304472,0,Low,0,1,0,1,0.208925901,58.60239728,Zone B,Unpaid,Occupied,Car,0,102.4952238,4,49.2582036,1.5,Standard,11.38293663,3.896845111
42:20.5,28,0.266852428,1.357528026,2245.556975,4.203863197,Registered,10.85159092,0,Low,1,5,0,0,0.318243695,3.002694601,Zone A,Unpaid,Vacant,Electric Vehicle,0,107.9506806,3,59.61862831,0.8,Standard,0.46192718,8.872434568
21:37.3,33,3.89675444,2.777244063,1579.432593,4.049936503,Registered,23.07983503,0,Low,3,8,0,0,0.334574213,13.29752421,Zone B,Paid,Occupied,Car,0,115.0919685,2,35.14344501,1,Standard,0.870291023,5.623984857
00:54.1,38,6.17320002,1.368677714,1882.617221,3.556395738,Registered,25.18590703,0,Low,13,4,0,0,0.371905277,8.016336322,Zone C,Unpaid,Occupied,Car,0,94.24527079,1,35.3388842,1,Standard,0.797809656,5.179887746
40:10.8,50,10.23851776,14.24891585,1454.48567,4.517090161,Visitor,15.44756648,0,Low,3,19,0,1,0.198879392,3.754052409,Zone A,Paid,Vacant,Electric Vehicle,0,120.2422424,6,57.62304466,0.8,Standard,8.711016312,4.028493661
19:27.6,27,6.260337364,5.797289146,1660.007773,4.917284976,Visitor,18.77985824,0,High,1,20,0,0,0.430816827,1.750522869,Zone A,Paid,Occupied,Car,0,108.5602895,5,35.64073343,1.5,Compact,22.62646513,6.767847002
58:44.3,17,8.090579363,3.391677147,1751.840551,5.243091728,Registered,21.47359626,0,Low,7,8,1,0,0.106303736,22.62248052,Zone B,Overdue,Vacant,Car,0,67.22412766,0,47.29246508,1.2,Compact,8.106634517,4.998642807
38:01.1,41,2.073413746,4.954945328,1865.458414,5.951306244,Registered,23.46608801,0,Low,17,22,0,1,0.212806418,9.049934934,Zone C,Unpaid,Vacant,Car,0,136.7314527,1,50.24562933,1.2,Compact,9.252592094,4.87018463
17:17.8,14,8.432272847,5.542626777,1817.210492,5.526897924,Registered,9.861613642,0,Low,18,7,0,0,0.204129248,17.42591306,Zone A,Paid,Occupied,Car,0,80.84269209,3,43.49510805,1.5,Standard,4.246504523,4.853423683
56:34.6,23,0.417532249,5.552795957,1761.6591,4.80912778,Visitor,15.56979877,0,Medium,13,19,0,0,0.249412834,7.882163542,Zone A,Unpaid,Vacant,Motorcycle,0,138.3800111,5,55.77861214,0.8,Standard,0.189189996,2.788045643
35:51.4,5,11.26025159,5.389960809,1405.473981,4.801804324,Registered,18.3371031,0,Low,19,7,0,0,0.161992307,2.48431976,Zone A,Overdue,Occupied,Car,0,96.84629118,1,29.38132606,0.8,Compact,0.218517374,7.9916772
15:08.1,2,3.965858414,5.106780012,1328.476187,5.510157469,Visitor,23.51570099,0,Medium,9,21,0,0,0.784482714,4.11808404,Zone D,Paid,Occupied,Car,0,93.12183016,3,68.3192809,1,Standard,21.92027802,6.839214763
54:24.9,50,8.499488048,3.603302259,1599.782253,6.272570163,Registered,32.49215242,0,Medium,16,20,1,0,0.216079832,4.805208902,Zone A,Paid,Vacant,Car,0,107.9847635,5,46.69863965,0.8,Standard,1.082228735,5.017839744
33:41.6,43,3.01030486,9.145790248,1779.938422,5.126314199,Visitor,18.85997137,0,Low,7,22,0,0,0.08066381,36.09506971,Zone A,Unpaid,Occupied,Electric Vehicle,0,86.02773492,1,48.29728137,0.8,Standard,84.65416124,4.793794673
12:58.4,36,5.158195009,3.777098047,1433.18379,4.530869146,Visitor,12.96511269,0,Low,13,5,0,1,0.154099872,0.056492051,Zone C,Paid,Vacant,Car,0,62.28169454,3,76.93577202,0.8,Oversized,1.796323099,3.23681166
52:15.1,21,3.73698907,3.466458748,1819.55159,4.007133999,Visitor,22.01134039,0,High,20,2,0,0,0.147940769,42.45122548,Zone B,Paid,Occupied,Car,0,97.81382607,2,36.40099545,1.2,Standard,11.22805941,2.047964221
31:31.9,9,6.576189175,3.80122999,1935.785024,3.554794736,Registered,26.60497895,0,Medium,22,4,0,0,0.241904739,39.35375316,Zone A,Unpaid,Vacant,Car,0,107.5010562,5,39.54902046,0.8,Standard,29.75056933,3.238099975
10:48.6,8,0.425774499,4.003726255,1225.103724,5.666269672,Registered,20.5400706,0,Medium,7,8,0,0,0.204583297,55.59887484,Zone D,Paid,Occupied,Car,0,130.7553991,4,64.04497278,1.2,Standard,4.498705117,7.287257473
50:05.4,13,0.311250157,0.672995795,1248.923789,5.577978524,Registered,15.46675727,0,Low,4,6,0,0,0.152512896,6.47386704,Zone B,Paid,Occupied,Car,0,76.17279298,1,34.43536508,0.8,Standard,13.25888827,4.226603823
29:22.2,29,1.419135788,1.619138271,1457.887482,5.577363525,Visitor,24.78996971,0,Low,15,3,0,0,0.56471266,33.1894397,Zone B,Paid,Vacant,Car,0,111.604465,6,54.95180441,0.8,Oversized,4.321016983,7.164778117
08:38.9,37,0.869057433,3.073775222,1592.2838,4.871340554,Registered,23.31772809,0,Low,7,6,0,0,0.157136983,5.035176949,Zone A,Paid,Occupied,Car,0,97.92199735,2,43.93718751,1.2,Standard,3.637586266,4.939996958
47:55.7,34,10.27017779,0.636116114,1342.629896,6.406934746,Staff,14.86959578,1,Low,9,4,0,0,0.325995025,0.266463215,Zone C,Overdue,Vacant,Car,0,100.6608348,2,33.83859438,1.5,Standard,2.254012011,3.263173061
27:12.4,15,1.237270791,3.387553367,1905.660804,4.515881505,Visitor,21.90712809,0,Low,7,10,0,0,0.295559122,2.54050264,Zone A,Paid,Occupied,Car,0,119.4408977,4,55.26849356,0.8,Standard,17.20005891,3.531989467
06:29.2,49,18.62051405,3.965186963,1627.220058,5.955269237,Registered,24.98632784,0,Medium,8,14,1,0,0.320132629,29.05822924,Zone A,Paid,Occupied,Car,0,89.77154323,1,55.56257391,0.8,Compact,2.97580317,5.493199164
45:45.9,38,2.054115622,1.023457056,1511.834114,4.961257105,Visitor,25.90945021,0,Low,17,1,0,0,0.222133457,0.138603051,Zone A,Overdue,Vacant,Motorcycle,0,103.3505195,3,50.01385855,0.8,Compact,3.329000525,1.761015295
25:02.7,29,1.00518552,1.981727286,1069.227143,4.391649235,Registered,19.66775512,1,Medium,2,12,1,0,0.229511272,7.896451635,Zone C,Overdue,Occupied,Car,0,121.7987558,3,70.69088945,1.2,Compact,68.77946216,3.465928729
04:19.5,32,7.796065488,7.858390847,1105.255255,5.592530307,Registered,18.20960277,0,Medium,16,21,0,0,0.469082547,0.786121194,Zone B,Paid,Occupied,Car,0,120.5920077,3,42.28502675,0.8,Compact,3.964713268,4.092779855
43:36.2,22,5.375081027,4.99058396,1584.302775,5.409636119,Registered,26.13636911,0,Low,19,15,0,0,0.178708412,3.374279029,Zone B,Overdue,Vacant,Car,0,75.59429632,3,58.66573624,0.8,Standard,5.495222549,6.641097267
22:53.0,13,3.447725544,4.79231557,860.2213122,5.356972759,Registered,13.94919749,0,Medium,14,6,0,0,0.285469741,0.922171041,Zone A,Paid,Vacant,Car,0,87.74123995,4,53.27341514,1,Oversized,46.10731398,5.565885774
02:09.7,19,4.052491496,7.228852727,1803.791223,5.081278422,Visitor,22.19289645,0,Low,20,7,0,0,0.286231222,19.6275152,Zone B,Paid,Occupied,Car,0,97.12547276,4,59.71521765,0.8,Standard,4.60925513,5.37479723
41:26.5,39,6.350594699,1.647445125,1452.553847,4.962106918,Registered,13.14986686,0,Medium,16,5,0,0,0.347784441,8.942130221,Zone C,Paid,Occupied,Motorcycle,0,116.2787715,3,44.95913171,0.8,Compact,4.559461123,5.926760609
20:43.2,1,1.296799728,1.026499988,2472.927891,7.388371993,Registered,25.32688136,0,Low,7,23,0,1,0.547837985,23.23874776,Zone A,Paid,Vacant,Car,0,94.97594374,3,36.15330607,1.2,Standard,17.58602098,7.068233462
00:00.0,6,28.04315616,6.587731276,2192.374875,6.184256645,Registered,18.70977242,0,Low,1,6,0,0,0.118952118,11.65884782,Zone C,Paid,Vacant,Electric Vehicle,0,101.6547584,4,43.17988547,1.2,Standard,3.738652376,5.101136026
